Sch_div,School,Division,Street,City,State,Zip,Latitude,Longitude
Bren Mar Park Elementary Fairfax County Public Schools,Bren Mar Park Elementary,Fairfax County Public Schools,6344 Beryl Rd,Alexandria,VA,22312,38.801775,-77.157499
Columbia Elementary Fairfax County Public Schools,Columbia Elementary,Fairfax County Public Schools,6720 Alpine Dr,Annandale,VA,22003,38.829102,-77.176641
Glen Forest Elementary Fairfax County Public Schools,Glen Forest Elementary,Fairfax County Public Schools,5829 Glen Forest Dr,Falls Church,VA,22041,38.856176,-77.12864
Mason Crest Elementary Fairfax County Public Schools,Mason Crest Elementary,Fairfax County Public Schools,3705 Crest Dr,Annandale,VA,22003,38.84269,-77.196794
North Springfield Elementary Fairfax County Public Schools,North Springfield Elementary,Fairfax County Public Schools,7602 Heming Court,Springfield,VA,22151,38.801149,-77.207201
Parklawn Elementary Fairfax County Public Schools,Parklawn Elementary,Fairfax County Public Schools,4116 Braddock Rd,Alexandria,VA,22312,38.834188,-77.152789
Sleepy Hollow Elementary Fairfax County Public Schools,Sleepy Hollow Elementary,Fairfax County Public Schools,3333 Sleepy Hollow Rd,Falls Church,VA,22044,38.855694,-77.168719
Weyanoke Elementary Fairfax County Public Schools,Weyanoke Elementary,Fairfax County Public Schools,6520 Braddock Rd,Alexandria,VA,22312,38.819464,-77.165235
Fort Belvoir Upper Elementary Fairfax County Public Schools,Fort Belvoir Upper Elementary,Fairfax County Public Schools,5970 Meeres Road,Fort Belvoir,VA,22060,38.722176,-77.142095
McNair Upper Elementary Fairfax County Public Schools,McNair Upper Elementary,Fairfax County Public Schools,2410 Fox Mill Road,Herndon,VA,20171,38.947575,-77.402781
Kings Glen Elementary Fairfax County Public Schools,Kings Glen Elementary,Fairfax County Public Schools,5401 Danbury Forest Dr,Springfield,VA,22151,38.803753,-77.234647
Aldrin Elementary Fairfax County Public Schools,Aldrin Elementary,Fairfax County Public Schools,11375 Center Harbor Rd,Reston,VA,20194,38.979744,-77.337969
Archer Elementary Fairfax County Public Schools,Archer Elementary,Fairfax County Public Schools,324 Nutley St NW,Vienna,VA,22180,38.898902,-77.277626
Armstrong Elementary Fairfax County Public Schools,Armstrong Elementary,Fairfax County Public Schools,11900 Lake Newport Rd,Reston,VA,20194,38.980093,-77.35854
Belle View Elementary Fairfax County Public Schools,Belle View Elementary,Fairfax County Public Schools,6701 Fort Hunt Rd,Alexandria,VA,22307,38.771817,-77.061056
Bonnie Brae Elementary Fairfax County Public Schools,Bonnie Brae Elementary,Fairfax County Public Schools,5420 Sideburn Rd,Fairfax,VA,22032,38.80399,-77.310094
Brookfield Elementary Fairfax County Public Schools,Brookfield Elementary,Fairfax County Public Schools,4200 Lees Corner Rd,Chantilly,VA,20151,38.882196,-77.419319
Bucknell Elementary Fairfax County Public Schools,Bucknell Elementary,Fairfax County Public Schools,6925 University Dr,Alexandria,VA,22307,38.766778,-77.074347
Bull Run Elementary Fairfax County Public Schools,Bull Run Elementary,Fairfax County Public Schools,15301 Lee Hwy,Centreville,VA,20121,38.828664,-77.475701
Bush Hill Elementary Fairfax County Public Schools,Bush Hill Elementary,Fairfax County Public Schools,5927 Westchester St,Alexandria,VA,22310,38.790053,-77.12415
Camelot Elementary Fairfax County Public Schools,Camelot Elementary,Fairfax County Public Schools,8100 Guinevere Dr,Annandale,VA,22003,38.848599,-77.225318
Cameron Elementary Fairfax County Public Schools,Cameron Elementary,Fairfax County Public Schools,3434 Campbell Dr,Alexandria,VA,22303,38.800417,-77.091131
Canterbury Woods Elementary Fairfax County Public Schools,Canterbury Woods Elementary,Fairfax County Public Schools,4910 Willet Dr,Annandale,VA,22003,38.820412,-77.249449
Cardinal Forest Elementary Fairfax County Public Schools,Cardinal Forest Elementary,Fairfax County Public Schools,8600 Forrester Blvd,Springfield,VA,22152,38.791986,-77.240219
Centre Ridge Elementary Fairfax County Public Schools,Centre Ridge Elementary,Fairfax County Public Schools,14400 New Braddock Rd,Centreville,VA,20121,38.825595,-77.445469
Centreville Elementary Fairfax County Public Schools,Centreville Elementary,Fairfax County Public Schools,14330 Green Trails Blvd,Centreville,VA,20121,38.819623,-77.440611
Cherry Run Elementary Fairfax County Public Schools,Cherry Run Elementary,Fairfax County Public Schools,9732 Ironmaster Dr,Burke,VA,22015,38.76815,-77.284471
Chesterbrook Elementary Fairfax County Public Schools,Chesterbrook Elementary,Fairfax County Public Schools,1753 Kirby Rd,McLean,VA,22101,38.918868,-77.155368
Churchill Road Elementary Fairfax County Public Schools,Churchill Road Elementary,Fairfax County Public Schools,7100 Churchill Rd,McLean,VA,22101,38.946448,-77.189421
Clearview Elementary Fairfax County Public Schools,Clearview Elementary,Fairfax County Public Schools,12635 Builders Rd,Herndon,VA,20170,38.983428,-77.39102
Clermont Elementary Fairfax County Public Schools,Clermont Elementary,Fairfax County Public Schools,5720 Clermont Dr,Alexandria,VA,22310,38.794881,-77.110751
Coates Elementary Fairfax County Public Schools,Coates Elementary,Fairfax County Public Schools,2480 River Birch Rd.,Herndon,VA,20171,38.952002,-77.418792
Colvin Run Elementary Fairfax County Public Schools,Colvin Run Elementary,Fairfax County Public Schools,1400 Trap Rd.,Vienna,VA,22182,38.946727,-77.264502
Crestwood Elementary Fairfax County Public Schools,Crestwood Elementary,Fairfax County Public Schools,6010 Hanover Ave,Springfield,VA,22150,38.787171,-77.194491
Crossfield Elementary Fairfax County Public Schools,Crossfield Elementary,Fairfax County Public Schools,2791 Fox Mill Rd,Herndon,VA,20171,38.915014,-77.362144
Cub Run Elementary Fairfax County Public Schools,Cub Run Elementary,Fairfax County Public Schools,5301 Sully Station Dr,Centreville,VA,20120,38.865746,-77.458638
Cunningham Park Elementary Fairfax County Public Schools,Cunningham Park Elementary,Fairfax County Public Schools,1001 Park St SE,Vienna,VA,22180,38.892243,-77.249972
Daniels Run Elementary Fairfax County Public Schools,Daniels Run Elementary,Fairfax County Public Schools,3705 Blenheim Boulevard,Fairfax,VA,22030,38.852237,-77.296032
Deer Park Elementary Fairfax County Public Schools,Deer Park Elementary,Fairfax County Public Schools,15109 Carlbern Dr,Centreville,VA,20120,38.855792,-77.470936
Dogwood Elementary Fairfax County Public Schools,Dogwood Elementary,Fairfax County Public Schools,12300 Glade Dr,Reston,VA,20191,38.94265,-77.370928
Dranesville Elementary Fairfax County Public Schools,Dranesville Elementary,Fairfax County Public Schools,1515 Powells Tavern Pl,Herndon,VA,20170,38.996446,-77.387102
Eagle View Elementary Fairfax County Public Schools,Eagle View Elementary,Fairfax County Public Schools,4500 Dixie Hill Road,Fairfax,VA,22030,38.851349,-77.362758
Fairfax Villa Elementary Fairfax County Public Schools,Fairfax Villa Elementary,Fairfax County Public Schools,10900 Santa Clara Dr,Fairfax,VA,22030,38.840041,-77.323318
Fairhill Elementary Fairfax County Public Schools,Fairhill Elementary,Fairfax County Public Schools,3001 Chichester Ln,Fairfax,VA,22031,38.869585,-77.248038
Fairview Elementary Fairfax County Public Schools,Fairview Elementary,Fairfax County Public Schools,5815 Ox Rd,Fairfax Station,VA,22039,38.797888,-77.324211
Flint Hill Elementary Fairfax County Public Schools,Flint Hill Elementary,Fairfax County Public Schools,2444 Flint Hill Rd,Vienna,VA,22181,38.896134,-77.285133
Floris Elementary Fairfax County Public Schools,Floris Elementary,Fairfax County Public Schools,2708 Centreville Rd,Herndon,VA,20171,38.935855,-77.414957
Forest Edge Elementary Fairfax County Public Schools,Forest Edge Elementary,Fairfax County Public Schools,1501 Beacontree Ln,Reston,VA,20190,38.968709,-77.329548
Forestdale Elementary Fairfax County Public Schools,Forestdale Elementary,Fairfax County Public Schools,6530 Elder Ave,Springfield,VA,22150,38.776414,-77.169693
Forestville Elementary Fairfax County Public Schools,Forestville Elementary,Fairfax County Public Schools,1085 Utterback Store Rd,Great Falls,VA,22066,38.993298,-77.328291
Fort Hunt Elementary Fairfax County Public Schools,Fort Hunt Elementary,Fairfax County Public Schools,8832 Linton Ln,Alexandria,VA,22308,38.719164,-77.066385
Fox Mill Elementary Fairfax County Public Schools,Fox Mill Elementary,Fairfax County Public Schools,2611 Viking Dr,Herndon,VA,20171,38.928034,-77.382186
Franconia Elementary Fairfax County Public Schools,Franconia Elementary,Fairfax County Public Schools,6301 Beulah St,Alexandria,VA,22310,38.781352,-77.145268
Freedom Hill Elementary Fairfax County Public Schools,Freedom Hill Elementary,Fairfax County Public Schools,1945 Lord Fairfax Rd,Vienna,VA,22182,38.911272,-77.229676
Garfield Elementary Fairfax County Public Schools,Garfield Elementary,Fairfax County Public Schools,7101 Old Keene Mill Rd,Springfield,VA,22150,38.778167,-77.189647
Graham Road Elementary Fairfax County Public Schools,Graham Road Elementary,Fairfax County Public Schools,2831 Graham Rd,Falls Church,VA,22042,38.876316,-77.190912
Great Falls Elementary Fairfax County Public Schools,Great Falls Elementary,Fairfax County Public Schools,701 Walker Rd,Great Falls,VA,22066,39.001469,-77.291853
Greenbriar East Elementary Fairfax County Public Schools,Greenbriar East Elementary,Fairfax County Public Schools,13006 Point Pleasant Dr,Fairfax,VA,22033,38.871419,-77.39439
Greenbriar West Elementary Fairfax County Public Schools,Greenbriar West Elementary,Fairfax County Public Schools,13300 Poplar Tree Rd,Fairfax,VA,22033,38.876325,-77.405693
Groveton Elementary Fairfax County Public Schools,Groveton Elementary,Fairfax County Public Schools,6900 Harrison Ln,Alexandria,VA,22306,38.768826,-77.095008
Gunston Elementary Fairfax County Public Schools,Gunston Elementary,Fairfax County Public Schools,10100 Gunston Rd,Lorton,VA,22079,38.68485,-77.20963
Halley Elementary Fairfax County Public Schools,Halley Elementary,Fairfax County Public Schools,8850 Cross Chase Circle,Fairfax Station,VA,22039,38.717932,-77.259967
Haycock Elementary Fairfax County Public Schools,Haycock Elementary,Fairfax County Public Schools,6616 Haycock Rd,Falls Church,VA,22043,38.903873,-77.173541
Hayfield Elementary Fairfax County Public Schools,Hayfield Elementary,Fairfax County Public Schools,7633 Telegraph Rd,Alexandria,VA,22315,38.749151,-77.140468
Herndon Elementary Fairfax County Public Schools,Herndon Elementary,Fairfax County Public Schools,630 Dranesville Rd,Herndon,VA,20170,38.975944,-77.377089
Hollin Meadows Elementary Fairfax County Public Schools,Hollin Meadows Elementary,Fairfax County Public Schools,2310 Nordok Place,Alexandria,VA,22306,38.750031,-77.071382
Hunt Valley Elementary Fairfax County Public Schools,Hunt Valley Elementary,Fairfax County Public Schools,7107 Sydenstricker Rd,Springfield,VA,22152,38.762069,-77.243961
Hunters Woods Elementary School for the Arts and Sciences Fairfax County Public Schools,Hunters Woods Elementary School for the Arts and Sciences,Fairfax County Public Schools,2401 Colts Neck Rd,Reston,VA,20191,38.932335,-77.361575
Hutchison Elementary Fairfax County Public Schools,Hutchison Elementary,Fairfax County Public Schools,13209 Parcher Ave,Herndon,VA,20170,38.961527,-77.406819
Hybla Valley Elementary Fairfax County Public Schools,Hybla Valley Elementary,Fairfax County Public Schools,3415 Lockheed Blvd,Alexandria,VA,22306,38.759093,-77.089259
Island Creek Elementary Fairfax County Public Schools,Island Creek Elementary,Fairfax County Public Schools,7855 Morning View Ln,Alexandria,VA,22315,38.745472,-77.168386
Keene Mill Elementary Fairfax County Public Schools,Keene Mill Elementary,Fairfax County Public Schools,6310 Bardu Ave,Springfield,VA,22152,38.781303,-77.22115
Kent Gardens Elementary Fairfax County Public Schools,Kent Gardens Elementary,Fairfax County Public Schools,1717 Melbourne Dr,McLean,VA,22101,38.921407,-77.175581
Lake Anne Elementary Fairfax County Public Schools,Lake Anne Elementary,Fairfax County Public Schools,11510 North Shore Dr,Reston,VA,20190,38.965287,-77.346782
Lane Elementary Fairfax County Public Schools,Lane Elementary,Fairfax County Public Schools,7137 Beulah St,Alexandria,VA,22315,38.761331,-77.15785
Laurel Hill Elementary Fairfax County Public Schools,Laurel Hill Elementary,Fairfax County Public Schools,8390 Laurel Crest Dr.,Lorton,VA,22079,38.717586,-77.233327
Laurel Ridge Elementary Fairfax County Public Schools,Laurel Ridge Elementary,Fairfax County Public Schools,10110 Commonwealth Blvd,Fairfax,VA,22032,38.814351,-77.295739
Lees Corner Elementary Fairfax County Public Schools,Lees Corner Elementary,Fairfax County Public Schools,13500 Hollinger Ave,Fairfax,VA,22033,38.890455,-77.411085
Lemon Road Elementary Fairfax County Public Schools,Lemon Road Elementary,Fairfax County Public Schools,7230 Idylwood Rd,Falls Church,VA,22043,38.903816,-77.195192
Little Run Elementary Fairfax County Public Schools,Little Run Elementary,Fairfax County Public Schools,4511 Olley Ln,Fairfax,VA,22032,38.826346,-77.266975
London Towne Elementary Fairfax County Public Schools,London Towne Elementary,Fairfax County Public Schools,6100 Stone Rd,Centreville,VA,20120,38.839658,-77.45626
Lorton Station Elementary Fairfax County Public Schools,Lorton Station Elementary,Fairfax County Public Schools,9298 Lewis Chapel Rd.,Lorton,VA,22079,38.706572,-77.218491
Lynbrook Elementary Fairfax County Public Schools,Lynbrook Elementary,Fairfax County Public Schools,5801 Backlick Rd,Springfield,VA,22150,38.792052,-77.186226
Mantua Elementary Fairfax County Public Schools,Mantua Elementary,Fairfax County Public Schools,9107 Horner Court,Fairfax,VA,22031,38.847379,-77.259285
Marshall Road Elementary Fairfax County Public Schools,Marshall Road Elementary,Fairfax County Public Schools,730 Marshall Rd SW,Vienna,VA,22180,38.88224,-77.266476
Mosaic Elementary Fairfax County Public Schools,Mosaic Elementary,Fairfax County Public Schools,9819 Five Oaks Rd,Fairfax,VA,22031,38.869897,-77.285949
Mount Eagle Elementary Fairfax County Public Schools,Mount Eagle Elementary,Fairfax County Public Schools,6116 N Kings Hwy,Alexandria,VA,22303,38.785113,-77.078501
Mount Vernon Woods Elementary Fairfax County Public Schools,Mount Vernon Woods Elementary,Fairfax County Public Schools,4015 Fielding St,Alexandria,VA,22309,38.742932,-77.100033
Navy Elementary Fairfax County Public Schools,Navy Elementary,Fairfax County Public Schools,3500 W Ox Rd,Fairfax,VA,22033,38.88922,-77.378852
Newington Forest Elementary Fairfax County Public Schools,Newington Forest Elementary,Fairfax County Public Schools,8001 Newington Forest Ave,Springfield,VA,22153,38.739219,-77.24032
Oak Hill Elementary Fairfax County Public Schools,Oak Hill Elementary,Fairfax County Public Schools,3210 Kinross Circle,Herndon,VA,20171,38.913119,-77.408897
Oak View Elementary Fairfax County Public Schools,Oak View Elementary,Fairfax County Public Schools,5004 Sideburn Rd,Fairfax,VA,22032,38.81884,-77.309891
Oakton Elementary Fairfax County Public Schools,Oakton Elementary,Fairfax County Public Schools,3000 Chain Bridge Rd,Oakton,VA,22124,38.879847,-77.304101
Olde Creek Elementary Fairfax County Public Schools,Olde Creek Elementary,Fairfax County Public Schools,9524 Old Creek Dr,Fairfax,VA,22032,38.831152,-77.276575
Orange Hunt Elementary Fairfax County Public Schools,Orange Hunt Elementary,Fairfax County Public Schools,6820 Sydenstricker Rd,Springfield,VA,22152,38.766196,-77.25573
