School,Division,Degree_Percent,Degree_Type,Sch_Div
Emerald Hill Elementary,Culpeper County Public Schools,53,Master's Degree,Emerald Hill Elementary Culpeper County Public Schools
Emerald Hill Elementary,Culpeper County Public Schools,2,Doctoral Degree,Emerald Hill Elementary Culpeper County Public Schools
Pearl Sample Elementary,Culpeper County Public Schools,50,Bachelor's Degree,Pearl Sample Elementary Culpeper County Public Schools
Pearl Sample Elementary,Culpeper County Public Schools,50,Master's Degree,Pearl Sample Elementary Culpeper County Public Schools
Pearl Sample Elementary,Culpeper County Public Schools,0,Doctoral Degree,Pearl Sample Elementary Culpeper County Public Schools
H.M. Pearson Elementary,Fauquier County Public Schools,52,Bachelor's Degree,H.M. Pearson Elementary Fauquier County Public Schools
H.M. Pearson Elementary,Fauquier County Public Schools,45,Master's Degree,H.M. Pearson Elementary Fauquier County Public Schools
H.M. Pearson Elementary,Fauquier County Public Schools,0,Doctoral Degree,H.M. Pearson Elementary Fauquier County Public Schools
Claude Thompson Elementary,Fauquier County Public Schools,38,Bachelor's Degree,Claude Thompson Elementary Fauquier County Public Schools
Claude Thompson Elementary,Fauquier County Public Schools,62,Master's Degree,Claude Thompson Elementary Fauquier County Public Schools
Claude Thompson Elementary,Fauquier County Public Schools,0,Doctoral Degree,Claude Thompson Elementary Fauquier County Public Schools
Margaret M. Pierce Elementary,Fauquier County Public Schools,47,Bachelor's Degree,Margaret M. Pierce Elementary Fauquier County Public Schools
Margaret M. Pierce Elementary,Fauquier County Public Schools,53,Master's Degree,Margaret M. Pierce Elementary Fauquier County Public Schools
Margaret M. Pierce Elementary,Fauquier County Public Schools,0,Doctoral Degree,Margaret M. Pierce Elementary Fauquier County Public Schools
C.M. Bradley Elementary,Fauquier County Public Schools,53,Bachelor's Degree,C.M. Bradley Elementary Fauquier County Public Schools
C.M. Bradley Elementary,Fauquier County Public Schools,47,Master's Degree,C.M. Bradley Elementary Fauquier County Public Schools
C.M. Bradley Elementary,Fauquier County Public Schools,0,Doctoral Degree,C.M. Bradley Elementary Fauquier County Public Schools
James G. Brumfield Elementary,Fauquier County Public Schools,41,Bachelor's Degree,James G. Brumfield Elementary Fauquier County Public Schools
James G. Brumfield Elementary,Fauquier County Public Schools,59,Master's Degree,James G. Brumfield Elementary Fauquier County Public Schools
James G. Brumfield Elementary,Fauquier County Public Schools,0,Doctoral Degree,James G. Brumfield Elementary Fauquier County Public Schools
W.C. Taylor Middle,Fauquier County Public Schools,53,Bachelor's Degree,W.C. Taylor Middle Fauquier County Public Schools
W.C. Taylor Middle,Fauquier County Public Schools,40,Master's Degree,W.C. Taylor Middle Fauquier County Public Schools
W.C. Taylor Middle,Fauquier County Public Schools,0,Doctoral Degree,W.C. Taylor Middle Fauquier County Public Schools
Warrenton Middle,Fauquier County Public Schools,50,Bachelor's Degree,Warrenton Middle Fauquier County Public Schools
Warrenton Middle,Fauquier County Public Schools,43,Master's Degree,Warrenton Middle Fauquier County Public Schools
Warrenton Middle,Fauquier County Public Schools,0,Doctoral Degree,Warrenton Middle Fauquier County Public Schools
P.B. Smith Elementary,Fauquier County Public Schools,41,Bachelor's Degree,P.B. Smith Elementary Fauquier County Public Schools
P.B. Smith Elementary,Fauquier County Public Schools,52,Master's Degree,P.B. Smith Elementary Fauquier County Public Schools
P.B. Smith Elementary,Fauquier County Public Schools,0,Doctoral Degree,P.B. Smith Elementary Fauquier County Public Schools
Greenville Elementary,Fauquier County Public Schools,39,Bachelor's Degree,Greenville Elementary Fauquier County Public Schools
Greenville Elementary,Fauquier County Public Schools,61,Master's Degree,Greenville Elementary Fauquier County Public Schools
Greenville Elementary,Fauquier County Public Schools,0,Doctoral Degree,Greenville Elementary Fauquier County Public Schools
Mary Walter Elementary,Fauquier County Public Schools,56,Bachelor's Degree,Mary Walter Elementary Fauquier County Public Schools
Mary Walter Elementary,Fauquier County Public Schools,33,Master's Degree,Mary Walter Elementary Fauquier County Public Schools
Mary Walter Elementary,Fauquier County Public Schools,0,Doctoral Degree,Mary Walter Elementary Fauquier County Public Schools
Grace Miller Elementary,Fauquier County Public Schools,50,Bachelor's Degree,Grace Miller Elementary Fauquier County Public Schools
Grace Miller Elementary,Fauquier County Public Schools,47,Master's Degree,Grace Miller Elementary Fauquier County Public Schools
Grace Miller Elementary,Fauquier County Public Schools,0,Doctoral Degree,Grace Miller Elementary Fauquier County Public Schools
Liberty High,Fauquier County Public Schools,37,Bachelor's Degree,Liberty High Fauquier County Public Schools
Liberty High,Fauquier County Public Schools,58,Master's Degree,Liberty High Fauquier County Public Schools
Liberty High,Fauquier County Public Schools,1,Doctoral Degree,Liberty High Fauquier County Public Schools
Marshall Middle,Fauquier County Public Schools,39,Bachelor's Degree,Marshall Middle Fauquier County Public Schools
Marshall Middle,Fauquier County Public Schools,57,Master's Degree,Marshall Middle Fauquier County Public Schools
Marshall Middle,Fauquier County Public Schools,4,Doctoral Degree,Marshall Middle Fauquier County Public Schools
Auburn Middle,Fauquier County Public Schools,43,Bachelor's Degree,Auburn Middle Fauquier County Public Schools
Auburn Middle,Fauquier County Public Schools,53,Master's Degree,Auburn Middle Fauquier County Public Schools
Auburn Middle,Fauquier County Public Schools,2,Doctoral Degree,Auburn Middle Fauquier County Public Schools
W.G. Coleman Elementary,Fauquier County Public Schools,58,Bachelor's Degree,W.G. Coleman Elementary Fauquier County Public Schools
W.G. Coleman Elementary,Fauquier County Public Schools,42,Master's Degree,W.G. Coleman Elementary Fauquier County Public Schools
W.G. Coleman Elementary,Fauquier County Public Schools,0,Doctoral Degree,W.G. Coleman Elementary Fauquier County Public Schools
Fauquier High,Fauquier County Public Schools,40,Bachelor's Degree,Fauquier High Fauquier County Public Schools
Fauquier High,Fauquier County Public Schools,52,Master's Degree,Fauquier High Fauquier County Public Schools
Fauquier High,Fauquier County Public Schools,2,Doctoral Degree,Fauquier High Fauquier County Public Schools
Kettle Run High,Fauquier County Public Schools,38,Bachelor's Degree,Kettle Run High Fauquier County Public Schools
Kettle Run High,Fauquier County Public Schools,50,Master's Degree,Kettle Run High Fauquier County Public Schools
Kettle Run High,Fauquier County Public Schools,2,Doctoral Degree,Kettle Run High Fauquier County Public Schools
Cedar Lee Middle,Fauquier County Public Schools,49,Bachelor's Degree,Cedar Lee Middle Fauquier County Public Schools
Cedar Lee Middle,Fauquier County Public Schools,43,Master's Degree,Cedar Lee Middle Fauquier County Public Schools
Cedar Lee Middle,Fauquier County Public Schools,3,Doctoral Degree,Cedar Lee Middle Fauquier County Public Schools
C. Hunter Ritchie Elementary,Fauquier County Public Schools,34,Bachelor's Degree,C. Hunter Ritchie Elementary Fauquier County Public Schools
C. Hunter Ritchie Elementary,Fauquier County Public Schools,63,Master's Degree,C. Hunter Ritchie Elementary Fauquier County Public Schools
C. Hunter Ritchie Elementary,Fauquier County Public Schools,0,Doctoral Degree,C. Hunter Ritchie Elementary Fauquier County Public Schools
Fluvanna County High,Fluvanna County Public Schools,44,Bachelor's Degree,Fluvanna County High Fluvanna County Public Schools
Fluvanna County High,Fluvanna County Public Schools,49,Master's Degree,Fluvanna County High Fluvanna County Public Schools
Fluvanna County High,Fluvanna County Public Schools,2,Doctoral Degree,Fluvanna County High Fluvanna County Public Schools
Fluvanna Middle,Fluvanna County Public Schools,51,Bachelor's Degree,Fluvanna Middle Fluvanna County Public Schools
Fluvanna Middle,Fluvanna County Public Schools,49,Master's Degree,Fluvanna Middle Fluvanna County Public Schools
Fluvanna Middle,Fluvanna County Public Schools,0,Doctoral Degree,Fluvanna Middle Fluvanna County Public Schools
Carysbrook Elementary,Fluvanna County Public Schools,53,Bachelor's Degree,Carysbrook Elementary Fluvanna County Public Schools
Carysbrook Elementary,Fluvanna County Public Schools,47,Master's Degree,Carysbrook Elementary Fluvanna County Public Schools
Carysbrook Elementary,Fluvanna County Public Schools,0,Doctoral Degree,Carysbrook Elementary Fluvanna County Public Schools
Henry Elementary,Franklin County Public Schools,50,Bachelor's Degree,Henry Elementary Franklin County Public Schools
Henry Elementary,Franklin County Public Schools,50,Master's Degree,Henry Elementary Franklin County Public Schools
Henry Elementary,Franklin County Public Schools,0,Doctoral Degree,Henry Elementary Franklin County Public Schools
Burnt Chimney Elementary,Franklin County Public Schools,50,Bachelor's Degree,Burnt Chimney Elementary Franklin County Public Schools
Burnt Chimney Elementary,Franklin County Public Schools,50,Master's Degree,Burnt Chimney Elementary Franklin County Public Schools
Burnt Chimney Elementary,Franklin County Public Schools,0,Doctoral Degree,Burnt Chimney Elementary Franklin County Public Schools
Ferrum Elementary,Franklin County Public Schools,55,Bachelor's Degree,Ferrum Elementary Franklin County Public Schools
Ferrum Elementary,Franklin County Public Schools,41,Master's Degree,Ferrum Elementary Franklin County Public Schools
Ferrum Elementary,Franklin County Public Schools,0,Doctoral Degree,Ferrum Elementary Franklin County Public Schools
Snow Creek Elementary,Franklin County Public Schools,25,Bachelor's Degree,Snow Creek Elementary Franklin County Public Schools
Snow Creek Elementary,Franklin County Public Schools,75,Master's Degree,Snow Creek Elementary Franklin County Public Schools
Snow Creek Elementary,Franklin County Public Schools,0,Doctoral Degree,Snow Creek Elementary Franklin County Public Schools
Boones Mill Elementary,Franklin County Public Schools,55,Bachelor's Degree,Boones Mill Elementary Franklin County Public Schools
Boones Mill Elementary,Franklin County Public Schools,39,Master's Degree,Boones Mill Elementary Franklin County Public Schools
Boones Mill Elementary,Franklin County Public Schools,0,Doctoral Degree,Boones Mill Elementary Franklin County Public Schools
Benjamin Franklin Middle,Franklin County Public Schools,48,Bachelor's Degree,Benjamin Franklin Middle Franklin County Public Schools
Benjamin Franklin Middle,Franklin County Public Schools,50,Master's Degree,Benjamin Franklin Middle Franklin County Public Schools
Benjamin Franklin Middle,Franklin County Public Schools,0,Doctoral Degree,Benjamin Franklin Middle Franklin County Public Schools
Rocky Mount Elementary,Franklin County Public Schools,50,Bachelor's Degree,Rocky Mount Elementary Franklin County Public Schools
Rocky Mount Elementary,Franklin County Public Schools,47,Master's Degree,Rocky Mount Elementary Franklin County Public Schools
Rocky Mount Elementary,Franklin County Public Schools,3,Doctoral Degree,Rocky Mount Elementary Franklin County Public Schools
Glade Hill Elementary,Franklin County Public Schools,68,Bachelor's Degree,Glade Hill Elementary Franklin County Public Schools
Glade Hill Elementary,Franklin County Public Schools,27,Master's Degree,Glade Hill Elementary Franklin County Public Schools
Glade Hill Elementary,Franklin County Public Schools,0,Doctoral Degree,Glade Hill Elementary Franklin County Public Schools
Callaway Elementary,Franklin County Public Schools,39,Bachelor's Degree,Callaway Elementary Franklin County Public Schools
Callaway Elementary,Franklin County Public Schools,61,Master's Degree,Callaway Elementary Franklin County Public Schools
Callaway Elementary,Franklin County Public Schools,0,Doctoral Degree,Callaway Elementary Franklin County Public Schools
Sontag Elementary,Franklin County Public Schools,38,Bachelor's Degree,Sontag Elementary Franklin County Public Schools
Sontag Elementary,Franklin County Public Schools,55,Master's Degree,Sontag Elementary Franklin County Public Schools
Sontag Elementary,Franklin County Public Schools,0,Doctoral Degree,Sontag Elementary Franklin County Public Schools
Franklin County High,Franklin County Public Schools,48,Bachelor's Degree,Franklin County High Franklin County Public Schools
Franklin County High,Franklin County Public Schools,46,Master's Degree,Franklin County High Franklin County Public Schools
Franklin County High,Franklin County Public Schools,0,Doctoral Degree,Franklin County High Franklin County Public Schools
